,Visited
2020-09-22,737485
2020-09-23,1390799
2020-09-24,890709
2020-09-25,843502
2020-09-26,741385
2020-09-27,1252637
2020-09-28,841281
2020-09-29,906861
2020-09-30,860548
2020-10-01,859554
2020-10-02,888075
2020-10-03,1046315
2020-10-04,1084599
2020-10-05,796456
2020-10-06,720658
2020-10-07,987901
2020-10-08,802275
2020-10-09,892267
2020-10-10,1229180
2020-10-11,1307837
2020-10-12,773221
2020-10-13,1026916
2020-10-14,705790
2020-10-15,664324
2020-10-16,887544
2020-10-17,843913
2020-10-18,626368
2020-10-19,1373964
2020-10-20,778158
2020-10-21,1183240
2020-10-22,812986
2020-10-23,724044
2020-10-24,969591
2020-10-25,1217999
2020-10-26,882455
2020-10-27,846176
2020-10-28,1000446
2020-10-29,931489
2020-10-30,751752
2020-10-31,890210
2020-11-01,1036227
2020-11-02,1135504
2020-11-03,1302756
2020-11-04,881089
2020-11-05,876595
2020-11-06,1307045
2020-11-07,1090618
2020-11-08,841117
2020-11-09,861770
2020-11-10,883420
2020-11-11,1632749
2020-11-12,1410243
2020-11-13,1058724
2020-11-14,946353
2020-11-15,760504
2020-11-16,941066
2020-11-17,816595
2020-11-18,678897
2020-11-19,1313130
2020-11-20,614441
2020-11-21,1040888
2020-11-22,927467
2020-11-23,1076407
2020-11-24,1073920
2020-11-25,863628
2020-11-26,781180
2020-11-27,1023112
2020-11-28,937019
2020-11-29,825698
2020-11-30,570487
2020-12-01,982485
2020-12-02,1084424
2020-12-03,1032519
2020-12-04,821927
2020-12-05,887384
2020-12-06,1141457
2020-12-07,788789
2020-12-08,977878
2020-12-09,966187
2020-12-10,1050578
2020-12-11,623637
2020-12-12,898470
2020-12-13,1208520
2020-12-14,1125076
2020-12-15,627248
2020-12-16,1097633
2020-12-17,1207738
2020-12-18,452237
2020-12-19,814018
2020-12-20,643344
2020-12-21,760099
2020-12-22,868936
2020-12-23,1400358
2020-12-24,673848
2020-12-25,630969
2020-12-26,700763
2020-12-27,836303
2020-12-28,981914
2020-12-29,1088784
2020-12-30,828283
2020-12-31,679083
2021-01-01,695772
2021-01-02,859356
2021-01-03,668853
2021-01-04,785092
2021-01-05,1176389
2021-01-06,510865
2021-01-07,650649
2021-01-08,663248
2021-01-09,843561
2021-01-10,681764
2021-01-11,693470
2021-01-12,757711
2021-01-13,1038793
2021-01-14,1016641
2021-01-15,1332489
2021-01-16,1118677
2021-01-17,963056
2021-01-18,1001399
2021-01-19,835653
2021-01-20,876525
2021-01-21,1372510
2021-01-22,853183
2021-01-23,983375
2021-01-24,764210
2021-01-25,810365
2021-01-26,1045526
2021-01-27,717320
2021-01-28,758433
2021-01-29,606990
2021-01-30,915444
2021-01-31,1015675
2021-02-01,721547
2021-02-02,1253004
2021-02-03,1331844
2021-02-04,663274
2021-02-05,506313
2021-02-06,714310
2021-02-07,1201645
2021-02-08,1151271
2021-02-09,1354753
2021-02-10,1110526
2021-02-11,1064640
2021-02-12,1404136
2021-02-13,1211600
2021-02-14,784921
2021-02-15,1166192
2021-02-16,990126
2021-02-17,1003563
2021-02-18,850083
2021-02-19,735787
2021-02-20,468287
2021-02-21,784267
2021-02-22,889501
2021-02-23,690517
2021-02-24,1171585
2021-02-25,1179703
2021-02-26,1142219
2021-02-27,658339
2021-02-28,810738
2021-03-01,532482
2021-03-02,925590
2021-03-03,827067
2021-03-04,972362
2021-03-05,947322
2021-03-06,748588
2021-03-07,774697
2021-03-08,712782
2021-03-09,888676
2021-03-10,576966
2021-03-11,995740
2021-03-12,1499172
2021-03-13,738739
2021-03-14,932127
2021-03-15,869221
2021-03-16,963164
2021-03-17,1208628
2021-03-18,864274
2021-03-19,676157
2021-03-20,785181
2021-03-21,760184
2021-03-22,843515
2021-03-23,774747
2021-03-24,694647
2021-03-25,727791
2021-03-26,1212639
2021-03-27,1219777
2021-03-28,517706
2021-03-29,735524
2021-03-30,1094797
2021-03-31,1062277
2021-04-01,1024417
2021-04-02,273230
2021-04-03,825000
2021-04-04,855957
2021-04-05,371459
2021-04-06,1189609
2021-04-07,879959
2021-04-08,649676
2021-04-09,609087
2021-04-10,837035
2021-04-11,965189
2021-04-12,1202389
2021-04-13,1107174
2021-04-14,1220380
2021-04-15,758848
2021-04-16,1363088
2021-04-17,1317740
2021-04-18,983353
2021-04-19,1307846
2021-04-20,1418013
2021-04-21,1424437
2021-04-22,1465240
2021-04-23,617078
2021-04-24,927732
2021-04-25,1020240
2021-04-26,592305
2021-04-27,646948
2021-04-28,757690
2021-04-29,556064
2021-04-30,1153886
2021-05-01,806927
2021-05-02,562307
2021-05-03,687581
2021-05-04,772213
2021-05-05,809689
2021-05-06,750729
2021-05-07,777971
2021-05-08,1259317
2021-05-09,971950
2021-05-10,1140177
2021-05-11,948967
2021-05-12,1368739
2021-05-13,1279011
2021-05-14,708310
2021-05-15,700993
2021-05-16,824081
2021-05-17,615434
2021-05-18,912173
2021-05-19,632275
2021-05-20,778281
2021-05-21,1612982
2021-05-22,838802
2021-05-23,904905
2021-05-24,1004367
2021-05-25,388843
2021-05-26,1484450
2021-05-27,1009997
2021-05-28,1159301
2021-05-29,1240955
2021-05-30,1164363
2021-05-31,1398230
2021-06-01,1132862
2021-06-02,908889
2021-06-03,1077355
2021-06-04,1150433
2021-06-05,908595
2021-06-06,635592
2021-06-07,1048745
2021-06-08,1334793
2021-06-09,1039204
2021-06-10,836621
2021-06-11,832536
2021-06-12,1387471
2021-06-13,966290
2021-06-14,919287
2021-06-15,918209
2021-06-16,564665
2021-06-17,606091
2021-06-18,1980828
2021-06-19,746090
2021-06-20,970455
2021-06-21,977246
2021-06-22,1277404
2021-06-23,1263871
2021-06-24,753368
2021-06-25,548855
2021-06-26,1034807
2021-06-27,1279103
2021-06-28,899676
2021-06-29,1213324
2021-06-30,1442954
2021-07-01,1225487
2021-07-02,995938
2021-07-03,790358
2021-07-04,1016940
2021-07-05,1071233
2021-07-06,1260877
2021-07-07,1395618
2021-07-08,1151631
2021-07-09,900431
2021-07-10,1085135
2021-07-11,809533
2021-07-12,1376357
2021-07-13,1133619
2021-07-14,1472680
2021-07-15,1139668
2021-07-16,1198023
2021-07-17,1532534
2021-07-18,748027
2021-07-19,979742
2021-07-20,1016421
2021-07-21,658827
2021-07-22,1049473
2021-07-23,1183335
2021-07-24,1470898
2021-07-25,1212333
2021-07-26,845811
2021-07-27,1693330
2021-07-28,563793
2021-07-29,1153800
2021-07-30,1155673
2021-07-31,900435
2021-08-01,942428
2021-08-02,1204235
2021-08-03,1052122
2021-08-04,608322
2021-08-05,1045876
2021-08-06,667078
2021-08-07,984503
2021-08-08,1156510
2021-08-09,1042473
2021-08-10,461062
2021-08-11,1369876
2021-08-12,1379170
2021-08-13,1420058
2021-08-14,868924
2021-08-15,1005148
2021-08-16,1279185
2021-08-17,988029
2021-08-18,1731299
2021-08-19,987252
2021-08-20,983033
2021-08-21,1088256
2021-08-22,852442
2021-08-23,920441
2021-08-24,2271648
2021-08-25,1344734
2021-08-26,1503083
2021-08-27,472628
2021-08-28,985162
2021-08-29,1396709
2021-08-30,1172145
2021-08-31,879360
2021-09-01,1150113
2021-09-02,1195640
2021-09-03,1553854
2021-09-04,1376175
2021-09-05,935974
2021-09-06,1244207
2021-09-07,1527916
2021-09-08,1389620
2021-09-09,779882
2021-09-10,910785
2021-09-11,1210396
2021-09-12,1497394
2021-09-13,1405946
2021-09-14,1213362
2021-09-15,1903970
2021-09-16,1650326
2021-09-17,1056142
2021-09-18,1241929
2021-09-19,943845
2021-09-20,903918
2021-09-21,1005012
2021-09-22,1624902
2021-09-23,1358228
2021-09-24,834876
2021-09-25,965243
2021-09-26,1499709
2021-09-27,1041605
2021-09-28,1256190
2021-09-29,1120203
2021-09-30,1691758
