,Visited
2020-09-29,861021
2020-09-30,851380
2020-10-01,909812
2020-10-02,895982
2020-10-03,846514
2020-10-04,965091
2020-10-05,973471
2020-10-06,978603
2020-10-07,1022513
2020-10-08,1010009
2020-10-09,1055363
2020-10-10,1083403
2020-10-11,1025595
2020-10-12,993138
2020-10-13,1039348
2020-10-14,1048928
2020-10-15,1043912
2020-10-16,1050374
2020-10-17,1077635
2020-10-18,1032298
2020-10-19,1074748
2020-10-20,1089391
2020-10-21,1081556
2020-10-22,1039619
2020-10-23,1089298
2020-10-24,1144222
2020-10-25,1085452
2020-10-26,1147705
2020-10-27,1089561
2020-10-28,1098955
2020-10-29,1073174
2020-10-30,1080204
2020-10-31,959211
2020-11-01,1365682
2020-11-02,1369224
2020-11-03,1354422
2020-11-04,1346943
2020-11-05,1306465
2020-11-06,1397502
2020-11-07,1385933
2020-11-08,1396872
2020-11-09,1377484
2020-11-10,1410822
2020-11-11,1543885
2020-11-12,1355693
2020-11-13,1335136
2020-11-14,1217644
2020-11-15,1306190
2020-11-16,1283761
2020-11-17,1260416
2020-11-18,1261027
2020-11-19,1221078
2020-11-20,1284128
2020-11-21,1234646
2020-11-22,1150513
2020-11-23,1177378
2020-11-24,1190321
2020-11-25,1187130
2020-11-26,1157195
2020-11-27,1150967
2020-11-28,1059983
2020-11-29,1083131
2020-11-30,1035686
2020-12-01,1095482
2020-12-02,954619
2020-12-03,960615
2020-12-04,1030111
2020-12-05,1002982
2020-12-06,1027870
2020-12-07,1050458
2020-12-08,1000564
2020-12-09,1048225
2020-12-10,1004235
2020-12-11,1131670
2020-12-12,1142442
2020-12-13,1019550
2020-12-14,1015323
2020-12-15,980644
2020-12-16,997967
2020-12-17,1028103
2020-12-18,984798
2020-12-19,989962
2020-12-20,1016968
2020-12-21,986390
2020-12-22,969779
2020-12-23,970800
2020-12-24,999386
2020-12-25,897560
2020-12-26,890193
2020-12-27,907075
2020-12-28,918707
2020-12-29,819391
2020-12-30,855311
2020-12-31,859524
2021-01-01,864267
2021-01-02,806766
2021-01-03,801760
2021-01-04,800585
2021-01-05,785109
2021-01-06,920035
2021-01-07,843245
2021-01-08,859144
2021-01-09,881843
2021-01-10,877234
2021-01-11,865961
2021-01-12,854617
2021-01-13,922902
2021-01-14,887464
2021-01-15,900283
2021-01-16,903233
2021-01-17,899063
2021-01-18,876999
2021-01-19,905106
2021-01-20,898015
2021-01-21,906101
2021-01-22,890833
2021-01-23,903270
2021-01-24,883906
2021-01-25,869793
2021-01-26,867119
2021-01-27,875656
2021-01-28,908746
2021-01-29,832029
2021-01-30,868666
2021-01-31,865220
2021-02-01,1031824
2021-02-02,1067043
2021-02-03,1061653
2021-02-04,975138
2021-02-05,1042075
2021-02-06,981160
2021-02-07,944945
2021-02-08,976106
2021-02-09,1006191
2021-02-10,996345
2021-02-11,972519
2021-02-12,990139
2021-02-13,980779
2021-02-14,1040619
2021-02-15,1022524
2021-02-16,1004633
2021-02-17,1001005
2021-02-18,1016997
2021-02-19,925858
2021-02-20,897460
2021-02-21,936015
2021-02-22,942453
2021-02-23,871826
2021-02-24,866328
2021-02-25,908697
2021-02-26,882380
2021-02-27,860757
2021-02-28,827866
2021-03-01,670399
2021-03-02,743593
2021-03-03,788008
2021-03-04,755753
2021-03-05,706896
2021-03-06,714849
2021-03-07,772221
2021-03-08,784065
2021-03-09,800328
2021-03-10,824722
2021-03-11,825441
2021-03-12,845864
2021-03-13,846429
2021-03-14,844252
2021-03-15,799724
2021-03-16,892025
2021-03-17,843130
2021-03-18,875562
2021-03-19,866932
2021-03-20,931490
2021-03-21,823148
2021-03-22,830480
2021-03-23,875993
2021-03-24,856207
2021-03-25,911538
2021-03-26,898880
2021-03-27,842400
2021-03-28,886401
2021-03-29,871937
2021-03-30,892417
2021-03-31,874192
2021-04-01,1163142
2021-04-02,1140793
2021-04-03,1175246
2021-04-04,1236577
2021-04-05,1163891
2021-04-06,1118605
2021-04-07,1197133
2021-04-08,1119342
2021-04-09,1096633
2021-04-10,1132461
2021-04-11,1128615
2021-04-12,1123230
2021-04-13,1064533
2021-04-14,1093397
2021-04-15,1057942
2021-04-16,1098213
2021-04-17,1054834
2021-04-18,1050011
2021-04-19,1108360
2021-04-20,1066016
2021-04-21,1129898
2021-04-22,978585
2021-04-23,1042863
2021-04-24,1007199
2021-04-25,1016427
2021-04-26,992519
2021-04-27,969369
2021-04-28,938949
2021-04-29,916633
2021-04-30,867958
2021-05-01,785293
2021-05-02,826694
2021-05-03,818386
2021-05-04,900239
2021-05-05,952157
2021-05-06,878597
2021-05-07,891875
2021-05-08,851592
2021-05-09,877264
2021-05-10,871334
2021-05-11,849744
2021-05-12,925700
2021-05-13,877520
2021-05-14,916272
2021-05-15,892010
2021-05-16,901540
2021-05-17,883386
2021-05-18,887312
2021-05-19,913571
2021-05-20,945748
2021-05-21,920633
2021-05-22,905045
2021-05-23,897250
2021-05-24,911622
2021-05-25,886902
2021-05-26,840267
2021-05-27,903735
2021-05-28,855914
2021-05-29,830664
2021-05-30,845501
2021-05-31,790750
2021-06-01,827371
2021-06-02,921203
2021-06-03,852015
2021-06-04,865305
2021-06-05,939597
2021-06-06,1007358
2021-06-07,914263
2021-06-08,906915
2021-06-09,928244
2021-06-10,924011
2021-06-11,990437
2021-06-12,936806
2021-06-13,924407
2021-06-14,979998
2021-06-15,952434
2021-06-16,949091
2021-06-17,1009611
2021-06-18,927233
2021-06-19,940670
2021-06-20,980019
2021-06-21,944459
2021-06-22,936677
2021-06-23,961307
2021-06-24,963987
2021-06-25,962764
2021-06-26,929404
2021-06-27,944308
2021-06-28,950945
2021-06-29,911769
2021-06-30,976020
2021-07-01,1051377
2021-07-02,1021815
2021-07-03,1021607
2021-07-04,1012984
2021-07-05,990102
2021-07-06,1091789
2021-07-07,1128773
2021-07-08,1118844
2021-07-09,1074230
2021-07-10,1021863
2021-07-11,1117903
2021-07-12,1094433
2021-07-13,1073328
2021-07-14,1007977
2021-07-15,1131430
2021-07-16,1104730
2021-07-17,1026454
2021-07-18,1030522
2021-07-19,1083836
2021-07-20,1038457
2021-07-21,1029150
2021-07-22,1051001
2021-07-23,1037707
2021-07-24,990559
2021-07-25,955678
2021-07-26,1008685
2021-07-27,979631
2021-07-28,997261
2021-07-29,1018966
2021-07-30,924630
2021-07-31,900890
2021-08-01,893329
2021-08-02,882679
2021-08-03,906432
2021-08-04,960544
2021-08-05,941682
2021-08-06,967399
2021-08-07,941552
2021-08-08,1045094
2021-08-09,970846
2021-08-10,962474
2021-08-11,949571
2021-08-12,977432
2021-08-13,954099
2021-08-14,955847
2021-08-15,960357
2021-08-16,937138
2021-08-17,1014642
2021-08-18,960079
2021-08-19,997714
2021-08-20,1002058
2021-08-21,970475
2021-08-22,1057347
2021-08-23,986849
2021-08-24,955508
2021-08-25,976991
2021-08-26,964184
2021-08-27,975875
2021-08-28,942186
2021-08-29,943751
2021-08-30,926857
2021-08-31,931485
2021-09-01,938960
2021-09-02,1062694
2021-09-03,1059596
2021-09-04,1044449
2021-09-05,1038792
2021-09-06,1078489
2021-09-07,1081821
2021-09-08,1212581
2021-09-09,1233295
2021-09-10,1106203
2021-09-11,1128464
2021-09-12,1109643
2021-09-13,1070085
2021-09-14,1100242
2021-09-15,1081647
2021-09-16,1138093
2021-09-17,1133062
2021-09-18,1071054
2021-09-19,1151654
2021-09-20,1079841
2021-09-21,1067713
2021-09-22,1047703
2021-09-23,1122072
2021-09-24,1136445
2021-09-25,1063518
2021-09-26,1030121
2021-09-27,995593
2021-09-28,1043512
2021-09-29,978626
2021-09-30,968887
